startStation;startDate;endStation;endDate;isMember
Notre-Dame / Jean-d'Estrées;2022-10-11 08:41:01;Ste-Catherine / Union;2022-10-11 08:48:02;0
Dorion / Ontario;2022-05-03 14:02:50;Fullum / Ontario;2022-05-03 15:19:49;1
Clark / St-Zotique;2021-11-08 14:34:29;St-Hubert / Duluth;2021-11-08 15:13:10;0
Laval / Rachel;2021-07-25 18:12:07;Christophe-Colomb / St-Joseph;2021-07-25 18:23:22;1
Gilford / St-Denis;2022-09-16 22:42:49;de Brébeuf / du Mont-Royal;2022-09-16 22:47:23;0
Fullum / Holt;2022-07-25 15:21:09;des Érables / Bélanger;2022-07-25 15:31:35;0
Duvernay / Charlevoix;2022-05-30 18:04:59;des Seigneurs / Notre-Dame;2022-05-30 18:08:49;1
Duvernay / Charlevoix;2022-07-13 01:54:29;Boyer / Rosemont;2022-07-13 02:20:49;1
Louis-Hébert / Bélanger;2021-05-18 16:39:04;7e avenue / St-Joseph Rosemont;2021-05-18 16:59:08;1
Métro Villa-Maria (de Monkland / Décarie);2021-10-12 15:30:19;Parc Benny (Benny / de Monkland);2021-10-12 15:37:29;1
5e avenue / Bannantyne;2021-10-29 10:11:58;Métro de l'Église (Ross / de l'Église);2021-10-29 10:17:48;1
de la Montagne / Sherbrooke;2021-07-07 14:01:29;Union / René-Lévesque;2021-07-07 14:08:08;1
2e avenue / Jean-Rivard;2021-10-04 19:08:57;Louis-Hébert / Bélanger;2021-10-04 19:18:43;1
Desjardins / Ontario;2022-07-09 18:16:41;Metcalfe / du Square-Dorchester;2022-07-09 18:38:49;1
Bélanger / St-Denis;2021-06-06 13:14:59;de la Roche / Bélanger;2021-06-06 13:19:46;1
Villeneuve / St-Denis;2021-06-04 23:24:19;Villeneuve / St-Denis;2021-06-04 23:24:42;1
St-Dominique / St-Zotique;2021-10-05 18:36:00;Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy);2021-10-05 18:52:55;0
des Érables / Laurier;2022-05-23 13:08:34;29e avenue / St-Zotique;2022-05-23 13:28:12;1
St-Jacques / des Seigneurs;2022-10-24 15:06:29;St-Christophe / René-Lévesque;2022-10-24 15:31:03;0
St-Dominique / Bernard;2021-06-11 21:36:15;Casgrain / St-Viateur;2021-06-11 21:39:39;1
Place du Canada (Peel / de la Gauchetière);2021-07-19 22:09:46;Métro Bonaventure (de la Gauchetière / de la Cathédrale);2021-07-19 22:17:34;1
Métro Langelier (Langelier / Sherbrooke);2022-09-20 23:54:44;Parc Félix-Leclerc (François-Boivin / St-Zotique);2022-09-21 00:02:35;0
Lapierre / Serge;2022-07-15 20:53:14;de la Côte St-Paul / St-Ambroise;2022-07-15 21:18:33;1
de l'Hôtel-de-Ville / Ontario;2022-11-02 08:21:27;Metcalfe / de Maisonneuve;2022-11-02 08:30:39;0
St-André / Robin;2021-10-03 10:34:04;St-Catherine / St-Laurent;2021-10-03 10:37:50;1
Parc Pratt (Dunlop / Van Horne);2021-08-09 16:45:56;Parc Joyce (Rockland / Lajoie);2021-08-09 16:49:11;0
Louis-Hébert / de Bellechasse;2022-06-27 18:15:26;Drolet / Beaubien;2022-06-27 18:26:32;1
Métro Atwater (Atwater / Ste-Catherine);2022-10-18 06:45:25;Crescent / René-Lévesque;2022-10-18 06:52:45;0
University / Milton;2022-06-22 09:05:20;de la Cathédrale / René-Lévesque;2022-06-22 09:16:05;1
du President-Kennedy / Union;2021-09-20 12:31:46;Hillside / Ste-Catherine;2021-09-20 12:51:11;1
St-Dominique / Rachel;2022-07-13 08:10:13;Mansfield / Ste-Catherine;2022-07-13 08:21:29;1
Métro Lasalle (de Rushbrooke / Caisse);2021-07-15 18:43:03;St-Patrick / Briand;2021-07-15 18:57:24;1
Ste-Famille / Sherbrooke;2022-11-10 08:23:42;Metcalfe / de Maisonneuve;2022-11-10 08:27:40;0
Émile-Duployé / Sherbrooke;2022-09-24 11:12:05;Métro Sherbrooke (de Rigaud / St-Denis);2022-09-24 11:17:45;0
Parc Baldwin (Fullum / Sherbrooke);2022-09-11 08:33:01;Ste-Famille / Sherbrooke;2022-09-11 08:45:07;0
BAnQ (Berri / de Maisonneuve);2021-10-09 18:50:12;de Castelnau / Lajeunesse;2021-10-09 19:15:23;0
Métro Atwater (Atwater / Ste-Catherine);2022-05-06 14:05:07;Metcalfe / St-Catherine;2022-05-06 14:15:51;1
Berri / Rachel;2021-04-19 14:48:12;Parc Jeanne Mance (monument sir George-Etienne Cartier);2021-04-19 14:59:23;1
Édouard-Montpetit / de Stirling;2022-11-02 15:32:57;Parc Jeanne-Mance (monument à sir George-Étienne Cartier);2022-11-02 15:40:24;0
Liébert / Hochelaga;2021-09-12 21:27:11;des Ormeaux / Notre-Dame;2021-09-12 21:31:58;1
Marie-Anne / Papineau;2022-07-26 14:31:04;Parc Jeanne Mance (monument sir George-Etienne Cartier);2022-07-26 14:43:48;0
de Brébeuf / du Mont-Royal;2021-06-27 21:26:50;Marie-Anne / de la Roche;2021-06-27 21:30:01;1
LaSalle / Godin;2022-07-03 12:40:33;Parc des Rapides (LaSalle / 6e avenue);2022-07-03 13:08:16;0
Marquette / Laurier;2021-07-01 07:27:09;St-Hubert / Laurier;2021-07-01 07:33:21;1
Mackay / Sainte-Catherine;2021-07-17 19:35:55;Mackay / Sainte-Catherine;2021-07-17 19:45:10;1
Atateken / du Square Amherst;2022-06-13 08:30:38;Marie-Anne / St-Hubert;2022-06-13 08:38:55;1
de Maisonneuve / Greene;2022-10-02 15:42:14;Prince-Arthur / St-Urbain;2022-10-02 16:06:49;0
Place Émilie-Gamelin (St-Hubert / de Maisonneuve);2021-10-12 12:53:26;de l'Hôtel-de-Ville / Ste-Catherine;2021-10-12 12:56:32;1
Métro Atwater (Atwater / Ste-Catherine);2022-06-30 14:25:11;Victoria / de Maisonneuve;2022-06-30 14:34:44;1
Young / Wellington;2022-08-10 18:48:20;St-Charles / Thomas-Keefer;2022-08-10 18:59:46;1
5e avenue / Masson;2022-10-08 10:33:53;Métro Préfontaine (Moreau / Hochelaga);2022-10-08 10:43:16;0
Roy / St-Denis;2022-07-20 20:22:12;Beaudry / Sherbrooke;2022-07-20 20:26:07;1
Métro Beaubien (de Chateaubriand / Beaubien);2021-07-21 19:46:42;de Bordeaux / St-Zotique;2021-07-21 20:07:20;1
Aylwin / Ontario;2022-08-16 12:26:35;Métro Joliette  (Joliette / Hochelaga);2022-08-16 12:29:25;1
10e avenue / Holt;2021-04-29 08:02:33;de l'Hôtel-de-Ville / Roy;2021-04-29 08:28:01;1
Jeanne-Mance / Laurier;2021-10-21 07:29:12;Querbes / Laurier;2021-10-21 07:31:12;1
des Bassins / du Séminaire;2021-10-30 10:16:54;Charlevoix / Lionel-Groulx;2021-10-30 10:28:19;1
St-Mathieu / Sherbrooke;2022-09-02 08:59:16;de Maisonneuve / Mansfield (sud);2022-09-02 09:04:38;0
Métro Parc  (Hutchison / Ogilvy);2022-08-18 21:30:43;Parc Jeanne-Mance (du Mont-Royal / du Parc);2022-08-18 22:01:42;1
Parc Labelle (LaSalle / Henri-Duhamel);2022-08-12 07:41:53;Bel Air / St-Antoine;2022-08-12 07:51:07;1
de Gaspé / St-Viateur;2022-09-01 17:44:59;de Lanaudière / du Mont-Royal;2022-09-01 17:59:28;0
Victoria / de Maisonneuve;2022-08-09 06:36:18;Victoria Hall;2022-08-09 06:39:34;1
Métro Acadie (de l'Acadie / Beaumont);2021-06-06 22:44:35;de la Montagne / Sherbrooke;2021-06-06 23:15:06;1
BAnQ (Berri / de Maisonneuve);2022-07-17 18:38:33;des Bassins / du Séminaire;2022-07-17 19:05:02;1
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson);2022-06-21 15:42:44;Hillside / Ste-Catherine;2022-06-21 16:03:32;0
Cartier / Masson;2021-09-24 08:53:59;Cartier / Masson;2021-09-24 08:55:04;1
Jardin Botanique (Pie-IX / Sherbrooke);2022-06-02 17:08:37;Plessis / Ontario;2022-06-02 17:27:32;1
Métro St-Laurent (de Maisonneuve / St-Laurent);2021-10-28 23:14:08;Villeneuve / de l'Hôtel-de-Ville;2021-10-28 23:25:07;1
Dollard / Bernard;2021-07-31 13:43:27;de Soissons / de Darlington;2021-07-31 13:50:22;1
Mackay / de Maisonneuve;2021-07-12 13:42:37;de Maisonneuve / Greene;2021-07-12 13:51:25;1
de Maisonneuve / Greene;2021-06-30 19:59:13;Mackay / Sainte-Catherine;2021-06-30 20:06:58;0
Boyer / Beaubien;2022-08-05 00:09:03;Dorion / Ontario;2022-08-05 00:21:26;1
Métro Laurier (Berri / Laurier);2022-10-19 12:51:13;Parc Jeanne-Mance (monument à sir George-Étienne Cartier);2022-10-19 13:01:09;0
Métro de Castelnau (de Castelnau / St-Laurent);2021-08-17 07:42:55;Clark / de Liège;2021-08-17 07:49:09;0
Métro Papineau (Cartier / Ste-Catherine);2022-05-14 00:12:54;Poupart / Ontario;2022-05-14 00:23:13;1
Clark / Ontario;2022-08-18 16:03:28;St-Denis / Ste-Catherine;2022-08-18 16:07:51;1
Crescent / de Maisonneuve;2022-05-14 16:54:43;Crescent / de Maisonneuve;2022-05-14 16:56:11;1
10e avenue / Masson;2022-06-20 11:14:13;15e avenue / Masson;2022-06-20 11:50:32;1
Louis-Hémon / Jean-Talon;2021-08-27 11:28:44;Durocher / Bernard;2021-08-27 11:49:37;1
Boyer / du Mont-Royal;2021-06-13 17:29:29;Parc Jeanne-Mance (du Mont-Royal / du Parc);2021-06-13 17:37:41;1
Roy / St-André;2022-09-05 03:07:34;Métro Frontenac (Ontario / du Havre);2022-09-05 03:16:49;0
Métro du Collège (Cartier / Décarie);2022-08-23 07:50:50;Bibliothèque du Vieux-St-Laurent (de l'Église / Filiatrault);2022-08-23 07:53:42;1
Dézéry / Ontario;2022-09-22 00:21:55;Dorion / Sherbrooke;2022-09-22 00:33:31;0
Richmond / des Bassins;2021-06-09 20:32:17;Bourgeoys / Favard;2021-06-09 20:41:42;1
Molson / Beaubien;2021-06-28 10:07:44;Drolet / Beaubien;2021-06-28 10:18:52;1
Berlioz / de l'Île des Soeurs;2022-10-18 16:02:54;Jacques-Le Ber / de la Pointe Nord;2022-10-18 16:14:59;0
de la Commune / St-Sulpice;2022-11-04 09:47:19;Métro Lionel-Groulx (St-Jacques / Atwater);2022-11-04 10:10:13;0
Drummond / de Maisonneuve;2022-06-21 21:33:29;Gare d'autocars de Montréal (Berri / Ontario);2022-06-21 21:45:34;1
du Havre / de Rouen;2022-05-13 03:30:32;Sherbrooke / Frontenac;2022-05-13 03:35:13;1
Notre-Dame / Jean-d'Estrées;2021-06-13 19:26:36;Richmond / des Bassins;2021-06-13 19:44:16;0
René-Lévesque / Papineau;2022-10-09 10:18:40;5e avenue / Masson;2022-10-09 10:36:11;0
Crescent / René-Lévesque;2022-08-12 10:27:57;Union / René-Lévesque;2022-08-12 10:35:31;1
27e avenue / Rosemont;2022-09-28 13:35:23;de Bordeaux / St-Zotique;2022-09-28 13:52:59;0
Marché Atwater;2021-07-22 15:37:03;Victoria Hall;2021-07-22 16:11:47;0
de Monkland / Girouard;2022-11-15 10:09:59;Grand Boulevard / de Terrebonne;2022-11-15 10:14:23;0
Boyer / Everett;2022-07-12 17:05:20;Bélanger / St-Denis;2022-07-12 17:19:56;1
Parc Jean-Drapeau (Chemin Macdonald);2022-07-02 22:19:39;des Bassins / du Séminaire;2022-07-02 22:44:00;1
McCulloch / de la Côte Ste-Catherine;2022-05-19 08:05:55;St-Dominique / Laurier;2022-05-19 08:10:41;1
Duluth /St-Denis;2022-05-26 18:11:30;Durocher / Sherbrooke;2022-05-26 18:23:57;1
Parc Père-Marquette (Chambord / Rosemont);2022-07-01 04:46:30;des Érables / Dandurand;2022-07-01 04:50:34;0
Gilford / de Lanaudière;2021-05-28 20:46:12;Villeneuve / de l'Hôtel-de-Ville;2021-05-28 20:52:11;1
de St-Vallier / St-Zotique;2022-05-15 14:39:40;de Lanaudière / Laurier;2022-05-15 14:50:50;1
Vendôme / Sherbrooke;2021-10-23 09:46:49;Parc MacDonald (Clanranald / Isabella);2021-10-23 09:59:02;1
Métro Snowdon (de Westbury / Queen-Mary);2022-05-15 15:36:58;Métro Snowdon (de Westbury / Queen-Mary);2022-05-15 15:37:28;0
De la Commune / King;2021-05-22 14:44:17;De la Commune / King;2021-05-22 14:52:12;0
de Mentana / Laurier;2021-08-12 18:42:33;Boyer / du Mont-Royal;2021-08-12 18:45:51;1
Turgeon / Notre-Dame;2022-07-16 20:42:40;Métro Champ-de-Mars (Viger / Sanguinet);2022-07-16 21:09:22;1
Fabre / St-Zotique;2021-08-21 11:29:04;St-Urbain / Beaubien;2021-08-21 11:42:04;0
Clark / St-Viateur;2022-10-12 17:52:19;Boucher / St-Denis;2022-10-12 17:57:43;0
Fullum / Holt;2021-06-23 10:59:24;1ère avenue / Masson;2021-06-23 11:13:52;1
Wilderton  / Van Horne;2022-07-31 16:07:59;Bernard / St-Urbain;2022-07-31 16:21:26;1
Atateken / du Square Amherst;2022-05-29 19:20:54;Milton / Clark;2022-05-29 19:27:04;1
de la Gauchetière / Robert-Bourassa;2021-08-07 15:06:50;Panet / Ste-Catherine;2021-08-07 15:30:22;0
de Bordeaux / Sherbrooke;2021-11-09 10:21:25;de Léry / Sherbrooke;2021-11-09 10:24:53;1
Wolfe / René-Lévesque;2021-08-04 09:41:41;Place d'Youville / McGill;2021-08-04 09:50:33;1
Roy / St-Denis;2021-10-27 08:07:18;Métro Champ-de-Mars (Viger / Sanguinet);2021-10-27 08:19:07;1
Labadie / du Parc;2022-05-09 23:01:37;Duluth / St-Laurent;2022-05-09 23:14:53;1
Hutchison / Prince-Arthur;2022-09-11 13:48:27;Parc Jeanne-Mance (du Mont-Royal / du Parc);2022-09-11 13:54:46;0
St-Denis / René-Lévesque;2021-09-03 10:30:18;Léa-Roback / Sir-Georges-Etienne-Cartier;2021-09-03 10:56:28;1
Chambord/ Beaubien;2022-07-27 21:41:58;Casgrain / Maguire;2022-07-27 21:55:44;1
St-Jacques / McGill;2022-08-19 12:12:21;Métro Place-d'Armes (Viger / St-Urbain);2022-08-19 12:15:49;1
Fullum / Sherbrooke;2021-06-21 18:09:33;Marquette / Rachel;2021-06-21 19:02:54;1
Marie-Anne / St-Hubert;2022-04-24 03:28:15;Alexandre-DeSève  / Ontario;2022-04-24 03:38:50;1
Waverly / St-Zotique;2022-05-29 17:43:56;St-Dominique / Laurier;2022-05-29 17:57:04;1
St-Urbain / de la Gauchetière;2022-06-22 19:42:49;18e avenue / Rosemont;2022-06-22 20:26:16;0
Mackay / Sainte-Catherine;2021-08-05 17:45:25;William / Robert-Bourassa;2021-08-05 17:57:00;0
de Bullion / du Mont-Royal;2022-08-25 14:08:10;Marché Maisonneuve;2022-08-25 14:35:12;1
Bourbonnière / du Mont-Royal;2022-09-07 07:09:11;de Lanaudière / du Mont-Royal;2022-09-07 07:24:34;0
de Lanaudière / Marie-Anne;2022-04-21 17:19:11;Boyer / du Mont-Royal;2022-04-21 17:22:00;1
Parc Henri-Julien (Legendre / Henri-Julien);2021-08-13 07:49:04;Drolet / St-Zotique;2021-08-13 07:57:33;1
Fullum / de Rouen;2022-07-21 18:25:24;Rachel / de Brébeuf;2022-07-21 18:33:37;1
St-Dominique / Rachel;2021-10-21 09:13:56;Métro Mont-Royal (Rivard / du Mont-Royal);2021-10-21 09:17:23;1
Jardin Botanique (Pie-IX / Sherbrooke);2021-05-16 15:35:34;Duluth / St-Laurent;2021-05-16 15:59:54;1
du Mont-Royal / Clark;2022-05-15 20:11:42;Atwater / Sherbrooke;2022-05-15 20:35:09;1
de l'Église / Bannantyne;2021-06-12 10:38:53;Métro de l'Église (Ross / de l'Église);2021-06-12 10:43:13;1
Boyer / Beaubien;2022-08-07 01:44:03;Bernard / St-Urbain;2022-08-07 01:49:17;1
Cartier / Rosemont;2022-05-10 00:10:38;Boyer / St-Zotique;2022-05-10 00:18:32;1
Richmond / des Bassins;2022-05-05 10:22:01;La Ronde;2022-05-05 11:20:29;1
St-Nicolas / Place d'Youville;2022-09-24 10:53:01;Marché Atwater;2022-09-24 11:38:31;0
Ste-Famille / Sherbrooke;2022-08-31 21:53:50;Labadie / du Parc;2022-08-31 22:09:03;1
Charlevoix / Lionel-Groulx;2021-07-09 17:31:41;Bishop / Ste-Catherine;2021-07-09 17:46:32;1
Parc Summerlea (53e avenue / St-Joseph);2022-07-02 10:28:36;Melville / de Maisonneuve;2022-07-02 11:28:30;0
Young / Wellington;2022-10-19 08:56:15;Place du Canada (Peel / de la Gauchetière);2022-10-19 09:01:28;0
Gauthier / de Lorimier;2022-10-04 13:51:41;Boyer / Beaubien;2022-10-04 14:09:48;0
Clark / Fleury;2022-05-14 13:32:01;Graham / Brookfield;2022-05-14 14:55:32;1
Guy / Notre-Dame;2022-05-15 23:16:39;Richmond / des Bassins;2022-05-15 23:23:47;1
Lajeunesse / de Liège;2022-10-14 09:07:50;Casgrain / St-Viateur;2022-10-14 09:22:10;0
Mozart / St-Laurent;2021-05-28 18:51:11;Lajeunesse / Jarry;2021-05-28 18:59:30;1
de Normanville / Villeray;2021-07-21 11:40:08;Chabot / Villeray;2021-07-21 11:42:52;1
Aréna Rodrigue-Gilbert (du Tricentenaire / de Montigny);2022-08-15 14:45:41;Ontario / Sicard;2022-08-15 15:42:56;0
Parc Jeanne Mance (monument sir George-Etienne Cartier);2021-08-26 07:44:13;McTavish / Sherbrooke;2021-08-26 07:52:02;1
de Bordeaux / Sherbrooke;2022-06-06 07:17:28;St-Urbain / René-Lévesque;2022-06-06 07:30:17;1
Sherbrooke / Vignal;2022-10-24 16:33:43;Métro Monk (Allard / Beaulieu);2022-10-24 16:57:26;0
Maguire / Henri-Julien;2022-06-27 21:08:32;Marie-Anne / de la Roche;2022-06-27 21:16:27;1
Square Victoria (Viger / du Square-Victoria);2022-07-24 13:15:44;Marché Atwater;2022-07-24 13:52:35;0
de l'Hôtel-de-Ville / Sherbrooke;2022-08-25 21:50:53;Hogan / Ontario;2022-08-25 22:03:48;1
Louis-Hébert / Beaubien;2022-07-07 21:15:25;Boyer / Beaubien;2022-07-07 21:32:12;0
Émile-Duployé / Sherbrooke;2021-04-09 20:58:41;de la Pépinière / Pierre-de-Coubertin;2021-04-09 21:22:01;1
Métro Beaudry (Montcalm / de Maisonneuve);2022-05-28 16:21:36;Roy / St-Denis;2022-05-28 16:30:10;0
Bloomfield / Ball;2022-07-30 14:19:12;Clark / de Liège;2022-07-30 14:36:22;0
5e avenue / Masson;2022-06-26 19:02:30;Métro Beaubien (de Chateaubriand / Beaubien);2022-06-26 19:17:46;1
St-Mathieu / Ste-Catherine;2021-07-28 21:01:56;Bishop / René-Lévesque;2021-07-28 21:04:13;1
St-Ambroise / Louis-Cyr;2021-07-20 14:04:15;Métro Lionel-Groulx (Saint-Jacques/ Atwater);2021-07-20 14:15:43;1
Lionel-Groulx / George-Vanier;2021-05-29 12:18:42;Duke / Brennan;2021-05-29 12:26:40;1
Omer-Lavallée / du Midway;2022-06-27 18:16:01;15e avenue / Masson;2022-06-27 18:24:35;1
d'Outremont / Ogilvy;2022-05-05 16:02:26;des Bassins / du Séminaire;2022-05-05 16:49:49;1
Vallières / St-Laurent;2022-10-22 14:22:19;Vallières / St-Laurent;2022-10-22 14:24:35;0
Marie-Anne / de la Roche;2021-04-14 17:43:00;Marie-Anne / de la Roche;2021-04-14 17:50:46;1
Laurier / de Bordeaux;2021-04-11 13:33:39;Casgrain / Maguire;2021-04-11 13:50:50;1
Parc Père-Marquette (Chambord / Rosemont);2021-08-21 10:46:49;Boyer / du Mont-Royal;2021-08-21 10:58:03;0
Chomedey / de Maisonneuve;2022-09-21 21:41:27;Benny / Sherbrooke;2022-09-21 21:57:27;0
Drolet / St-Zotique;2022-07-23 01:25:02;du Mont-Royal / Clark;2022-07-23 01:43:23;1
Labadie / du Parc;2021-04-28 14:07:24;de Gaspé / Fairmount;2021-04-28 14:14:20;1
Gauthier / de Lorimier;2022-10-17 09:02:55;St-Urbain / Beaubien;2022-10-17 09:20:28;0
St-André / Ontario;2022-10-19 16:00:21;Dorion / Ontario;2022-10-19 16:05:00;0
Grey / Sherbrooke;2022-07-06 12:03:33;St-Urbain / de la Gauchetière;2022-07-06 12:24:14;1
Ste-Catherine / Parthenais;2022-07-30 16:35:06;de la Commune / Berri;2022-07-30 16:45:57;1
University / Prince-Arthur;2022-05-25 09:21:53;Mackay / de Maisonneuve;2022-05-25 09:31:11;1
Aylmer / Ste-Catherine;2022-09-25 18:01:21;Durocher / Sherbrooke;2022-09-25 18:04:12;0
Parc Lalancette (de Rouen / Valois);2022-09-02 09:02:24;Métro Assomption (Chauveau / de l'Assomption);2022-09-02 09:14:36;0
Wolfe / Robin;2021-08-09 21:25:30;Métro Papineau (Cartier / Ste-Catherine);2021-08-09 21:54:43;1
Parc du Pélican (1ère avenue / Masson);2021-10-08 06:39:05;Mairie d'arrondissement Montréal-Nord (Hébert / de Charleroi);2021-10-08 07:11:17;1
des Bassins / du Séminaire;2021-08-20 06:01:37;Quesnel / Vinet;2021-08-20 06:08:55;1
Marmier / St-Denis;2022-06-08 09:45:02;Parc Père-Marquette (Chambord / Rosemont);2022-06-08 09:50:11;1
Métro Beaubien (de Chateaubriand / Beaubien);2022-07-17 02:31:31;Clark / St-Viateur;2022-07-17 02:50:35;1
Marquette / Jean-Talon;2021-07-16 18:36:24;Chabot / de Bellechasse;2021-07-16 18:46:32;0
Drummond / de Maisonneuve;2022-04-26 22:23:37;Milton / Durocher;2022-04-26 22:29:37;1
Maguire / St-Laurent;2022-06-06 20:43:47;du Mont-Royal / Clark;2022-06-06 20:48:06;0
Parc Champdoré (Champdoré / de Lille);2021-08-17 19:34:17;Parc Champdoré (Champdoré / de Lille);2021-08-17 19:34:39;1
Jacques-Casault / Christophe-Colomb;2021-06-04 12:12:04;Bernard / St-Urbain;2021-06-04 12:34:16;1
Marie-Anne / Papineau;2022-05-22 06:16:20;Métro Mont-Royal (Rivard / du Mont-Royal);2022-05-22 06:21:24;1
Métro Mont-Royal (Rivard / du Mont-Royal);2022-07-22 20:56:32;Villeneuve / du Parc;2022-07-22 21:08:46;1
Métro Sauvé (Berri / Sauvé);2022-09-09 13:32:40;Péloquin / Fleury;2022-09-09 13:36:59;0
Mansfield / Cathcart;2021-08-20 17:35:47;du Champ-de-Mars / Gosford;2021-08-20 17:46:32;1
Métro Sherbrooke (de Rigaud / St-Denis);2022-10-05 22:45:32;Marquette / Rachel;2022-10-05 22:54:42;0
Chomedey / de Maisonneuve;2021-06-29 18:41:33;Palm / St-Rémi;2021-06-29 18:56:10;1
de la Roche / Bélanger;2022-08-01 21:22:20;Drolet / Laurier;2022-08-01 21:32:38;1
Cartier / Masson;2022-10-09 16:21:01;Parc Jean-Drapeau (Chemin Macdonald);2022-10-09 17:08:06;0
Milton / Durocher;2021-10-17 13:16:43;de la Commune / St-Sulpice;2021-10-17 13:26:13;0
St-Catherine / St-Laurent;2021-07-29 22:46:19;Milton / Durocher;2021-07-29 22:51:43;0
St-Dominique / St-Zotique;2022-10-29 11:04:56;de Gaspé / Villeray;2022-10-29 11:10:56;0
des Bassins / du Séminaire;2021-05-25 21:33:26;Place du Commerce;2021-05-25 21:51:38;0
Jeanne-Mance / Laurier;2022-07-15 16:51:31;de Gaspé / St-Viateur;2022-07-15 16:57:10;1
St-Marc / Sherbrooke;2022-05-03 16:29:34;Parthenais / du Mont-Royal;2022-05-03 17:04:18;1
de la Commune / Berri;2022-07-17 12:25:21;St-Antoine / de la Montagne;2022-07-17 12:47:03;1
Métro Lionel-Groulx (Saint-Jacques/ Atwater);2021-08-25 14:20:38;St-Jacques / des Seigneurs;2021-08-25 14:25:26;1
Beaudry / Sherbrooke;2021-08-06 19:31:02;de l'Hôtel-de-Ville / Sherbrooke;2021-08-06 19:37:35;1
St-Dominique / Rachel;2021-11-14 13:22:39;Drolet / Marie-Anne;2021-11-14 13:24:48;1
Mackay / de Maisonneuve;2022-07-09 13:38:34;Métro Université de Montréal (Édouard-Montpetit / Louis-Collin);2022-07-09 14:18:32;1
St-Alexandre / Ste-Catherine;2022-07-11 13:18:28;Sherbrooke / Vignal;2022-07-11 13:30:29;0
Marquette / Gilford;2021-09-10 01:35:29;Marquette / du Mont-Royal;2021-09-10 01:37:55;1
Ellendale / de la Côte-des-Neiges;2021-08-31 10:17:05;CHU Sainte-Justine (de la Côte Sainte-Catherine / Hudson);2021-08-31 10:22:21;0
Parc Jean-Drapeau (Chemin Macdonald);2021-08-01 15:05:24;Parc Jean-Drapeau (Chemin Macdonald);2021-08-01 15:09:06;0
Atwater / Greene;2021-05-02 12:04:35;de la Côte St-Paul / St-Ambroise;2021-05-02 12:21:00;0
Métro Georges-Vanier (St-Antoine / Canning);2022-09-22 09:15:28;Georges-Vanier / Notre-Dame;2022-09-22 09:19:18;0
Berri / Rachel;2022-06-24 11:30:59;Beaudry / Sherbrooke;2022-06-24 11:44:06;1
St-André / Ontario;2022-09-07 15:48:28;Ste-Catherine / Labelle;2022-09-07 15:54:55;0
Parc Kent (de Kent / Hudson);2021-08-08 08:41:45;de Kent / de la Côte-des-Neiges;2021-08-08 08:45:02;1
St-Dominique / Laurier;2022-06-15 20:45:12;City Councillors / du President-Kennedy;2022-06-15 21:01:36;1
Chabot / du Mont-Royal;2021-08-14 13:35:09;Prince-Arthur / St-Urbain;2021-08-14 13:48:18;1
Laval / Duluth;2022-06-20 17:46:53;Ste-Catherine / Union;2022-06-20 17:54:41;1
St-Mathieu / Sherbrooke;2022-11-09 08:38:24;des Seigneurs / Notre-Dame;2022-11-09 08:46:39;0
Milton / Clark;2022-10-26 18:19:01;Roy / St-Laurent;2022-10-26 18:21:23;0
Laurier / de Brébeuf;2022-07-15 11:33:49;Calixa-Lavallée / Rachel;2022-07-15 11:41:32;1
Guilbault / Clark;2021-10-10 12:29:12;Bernard / Jeanne-Mance;2021-10-10 13:01:41;0
Labadie / du Parc;2021-07-06 11:34:11;de Lanaudière / Laurier;2021-07-06 11:43:28;1
Métro Guy-Concordia (Guy / St-Catherine);2021-08-29 22:38:30;Métro Guy-Concordia (Guy / St-Catherine);2021-08-29 22:40:33;1
St-André / Ste-Catherine;2021-09-20 20:47:00;Plessis / Ontario;2021-09-20 20:51:03;1
Messier / du Mont-Royal;2021-09-12 18:08:24;St-Urbain / René-Lévesque;2021-09-12 18:31:37;1
Drolet / Jarry;2022-09-30 14:35:57;Durocher / Beaumont;2022-09-30 14:46:44;0
